name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
Athlon XP-M 2800+ (72W),Barton,1,2.133 GHz,Socket A,130 nm,N/A,72 W,72
Athlon XP-M 3000+,Barton,1,2.2 GHz,Socket A,130 nm,N/A,72 W,72
Pentium 4 2.0,Willamette,1,2000 MHz,Socket 423,180 nm,N/A,72 W,72
Pentium 4 2.0,Willamette,1,2000 MHz,Socket 478,180 nm,N/A,72 W,72
Xeon E-2124,Coffee Lake-S,4,3.4 to 4.5 GHz,Socket 1151,14 nm,8MB,72 W,72
Xeon E-2124G,Coffee Lake-S,4,3.4 to 4.5 GHz,Socket 1151,14 nm,8MB,72 W,72
Celeron 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.10,Northwood,1,2.1 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.20,Northwood,1,2.2 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.30,Northwood,1,2.3 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.40,Northwood,1,2.4 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.60,Northwood,1,2.6 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.70,Northwood,1,2.7 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron 2.80,Northwood,1,2.8 GHz,Socket 478,130 nm,N/A,73 W,73
Celeron D 325,Prescott,1,2.533 GHz,Socket 775,90 nm,N/A,73 W,73
Celeron D 326,Prescott,1,2.53 GHz,Socket 775,90 nm,N/A,73 W,73
Celeron D 346,Prescott,1,3.06 GHz,Socket 775,90 nm,N/A,73 W,73
Celeron G1101,Clarkdale,2,2.266 GHz,Socket 1156,32 nm,2MB,73 W,73
Core i3-530,Clarkdale,2  / 4,2.933 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i3-540,Clarkdale,2  / 4,3.066 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i3-550,Clarkdale,2  / 4,3.2 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i3-560,Clarkdale,2  / 4,3.333 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i5-650,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i5-655K,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i5-660,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i5-670,Clarkdale,2  / 4,3.466 to 3.733 GHz,Socket 1156,32 nm,4MB,73 W,73
Core i5-680,Clarkdale,2  / 4,3.6 to 3.866 GHz,Socket 1156,32 nm,4MB,73 W,73
Pentium G6950,Clarkdale,2,2.8 GHz,Socket 1156,32 nm,3MB,73 W,73
Pentium G6951,Clarkdale,2,2.8 GHz,Socket 1156,32 nm,3MB,73 W,73
Pentium G6960,Clarkdale,2,2.933 GHz,Socket 1156,32 nm,3MB,73 W,73
Athlon XP 2800+,Thoroughbred,1,2.25 GHz,Socket A,130 nm,N/A,74 W,74
Core 2 Duo E6850,Conroe,2,3 GHz,Socket 775,65 nm,N/A,75 W,75
Core 2 Extreme X6800,Conroe XE,2,2.933 GHz,Socket 775,65 nm,N/A,75 W,75
Xeon E5-2618L v3,Haswell-EP,8  / 16,2.3 to 3.4 GHz,Socket 2011-3,22 nm,20MB,75 W,75
Xeon E5-2628L v3,Haswell-EP,10  / 20,2 to 2.5 GHz,Socket 2011-3,22 nm,25MB,75 W,75
Xeon E5-2648L v3,Haswell-EP,12  / 24,1.8 to 2.5 GHz,Socket 2011-3,22 nm,30MB,75 W,75
Mobile Pentium 4 HT 3.20,Northwood,1  / 2,3.2 GHz,Socket 478,130 nm,N/A,76 W,76
Athlon XP 3200+ (400FSB),Barton,1,2.2 GHz,Socket A,130 nm,N/A,77 W,77
Core i5-3330,Ivy Bridge,4,3 to 3.2 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i5-3330S,Ivy Bridge,4,2.7 to 3.2 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i5-3450,Ivy Bridge,4,3.1 to 3.5 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i5-3470,Ivy Bridge,4,3.2 to 3.6 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i5-3550,Ivy Bridge,4,3.3 to 3.7 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i5-3570,Ivy Bridge,4,3.4 to 3.8 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i5-3570K,Ivy Bridge,4,3.4 to 3.8 GHz,Socket 1155,22 nm,6MB,77 W,77
Core i7-3770,Ivy Bridge,4  / 8,3.4 to 3.9 GHz,Socket 1155,22 nm,8MB,77 W,77
Core i7-3770K,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22 nm,8MB,77 W,77
Xeon E3-1225 v2,Ivy Bridge,4,3.2 to 3.6 GHz,Socket 1155,22 nm,8MB,77 W,77
Xeon E3-1245 v2,Ivy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,22 nm,8MB,77 W,77
Xeon E3-1275 v2,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22 nm,8MB,77 W,77
Athlon XP 3200+ (333FSB),Barton,1,2.333 GHz,Socket A,130 nm,N/A,79 W,79
Opteron 2350 HE,Barcelona,4,2000 MHz,Socket Fr2,65 nm,2MB,79 W,79
Xeon E3-1285 v6,Kaby Lake-DT,4  / 8,4.1 to 4.5 GHz,Socket 1151,14 nm,8MB,79 W,79
EPYC Embedded 3351,Zen,12  / 24,1.9 to 3 GHz,BGA SP4r2,14 nm,32MB,80 W,80
Phenom II X2 545,Callisto,2,3 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 550,Callisto,2,3.1 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 550 BE,Callisto,2,3.1 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 555 BE,Callisto,2,3.2 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 560 BE,Callisto,2,3.3 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 565 BE,Callisto,2,3.4 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 570 BE,Callisto,2,3.5 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 B53,Callisto,2,2.8 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 B55,Callisto,2,3 GHz,Socket AM3,45 nm,6MB,80 W,80
Phenom II X2 B57,Callisto,2,3.2 GHz,Socket AM3,45 nm,6MB,80 W,80
Pentium 1403 V2,Ivy Bridge-EN,2,2.6 GHz,Socket 1356,22 nm,6MB,80 W,80
Xeon 5160,Woodcrest,2,3 GHz,Socket 771,65 nm,N/A,80 W,80
Xeon E-2356G,Rocket Lake-E,6  / 12,3.2 to 5 GHz,Socket 1200,14 nm,12MB,80 W,80
Xeon E-2374G,Rocket Lake-E,4  / 8,3.7 to 5 GHz,Socket 1200,14 nm,8MB,80 W,80
Xeon E-2378G,Rocket Lake-E,8  / 16,2.8 to 5.1 GHz,Socket 1200,14 nm,16MB,80 W,80
Xeon E3-1220,Sandy Bridge,4,3.1 to 3.4 GHz,Socket 1155,32 nm,8MB,80 W,80
Xeon E3-1220 v3,Haswell-WS,4,3.1 to 3.5 GHz,Socket 1150,22 nm,8MB,80 W,80
Xeon E3-1220 v5,Skylake-DT,4,3 to 3.5 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1225 v5,Skylake-DT,4,3.3 to 3.7 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1230,Sandy Bridge,4  / 8,3.2 to 3.6 GHz,Socket 1155,32 nm,8MB,80 W,80
Xeon E3-1230 v3,Haswell-WS,4  / 8,3.3 to 3.7 GHz,Socket 1150,22 nm,8MB,80 W,80
Xeon E3-1230 v5,Skylake-DT,4  / 8,3.4 to 3.8 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1231 v3,Haswell-WS,4  / 8,3.4 to 3.8 GHz,Socket 1150,22 nm,8MB,80 W,80
Xeon E3-1240,Sandy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,32 nm,8MB,80 W,80
Xeon E3-1240 v3,Haswell-WS,4  / 8,3.4 to 3.8 GHz,Socket 1150,22 nm,8MB,80 W,80
Xeon E3-1240 v5,Skylake-DT,4  / 8,3.5 to 3.9 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1241 v3,Haswell-WS,4  / 8,3.5 to 3.9 GHz,Socket 1150,22 nm,8MB,80 W,80
Xeon E3-1245 v5,Skylake-DT,4  / 8,3.5 to 3.9 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1270,Sandy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,32 nm,8MB,80 W,80
Xeon E3-1270 v3,Haswell-WS,4  / 8,3.5 to 3.9 GHz,Socket 1150,22 nm,8MB,80 W,80
Xeon E3-1270 v5,Skylake-DT,4  / 8,3.6 to 4 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1275 v5,Skylake-DT,4  / 8,3.6 to 4 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E3-1280 v5,Skylake-DT,4  / 8,3.7 to 4 GHz,Socket 1151,14 nm,8MB,80 W,80
Xeon E5-1410,Sandy Bridge-EN,4  / 8,2.8 to 3.2 GHz,Socket 1356,32 nm,10MB,80 W,80
Xeon E5-1410 v2,Ivy Bridge-EN,4  / 8,2.8 to 3.2 GHz,Socket 1356,22 nm,10MB,80 W,80
Xeon E5-2403,Sandy Bridge-EN,4  / 8,1800 MHz,Socket 1356,32 nm,10MB,80 W,80
Xeon E5-2403 v2,Ivy Bridge-EN,4,1800 MHz,Socket 1356,22 nm,10MB,80 W,80
Xeon E5-2407,Sandy Bridge-EN,4  / 8,2.2 GHz,Socket 1356,32 nm,10MB,80 W,80
Xeon E5-2407 v2,Ivy Bridge-EN,4,2.4 GHz,Socket 1356,22 nm,10MB,80 W,80
Xeon E5-2420 v2,Ivy Bridge-EN,6  / 12,2.2 GHz,Socket 1356,22 nm,15MB,80 W,80
Xeon E5-2430 v2,Ivy Bridge-EN,6  / 12,2.5 GHz,Socket 1356,22 nm,15MB,80 W,80
Xeon E5-2603,Sandy Bridge-EP,4,1800 MHz,Socket 2011,32 nm,10MB,80 W,80
Xeon E5-2603 v2,Ivy Bridge-EP,4,1800 MHz,Socket 2011,22 nm,10MB,80 W,80
Xeon E5-2609,Sandy Bridge-EP,4,2.4 GHz,Socket 2011,32 nm,10MB,80 W,80
Xeon E5-2609 v2,Ivy Bridge-EP,4,2.5 GHz,Socket 2011,22 nm,10MB,80 W,80
Xeon E5-2620 v2,Ivy Bridge-EP,6  / 12,2.1 GHz,Socket 2011,22 nm,15MB,80 W,80
Xeon E5-2630 v2,Ivy Bridge-EP,6  / 12,2.6 GHz,Socket 2011,22 nm,15MB,80 W,80
Xeon E5-2637,Sandy Bridge-EP,2  / 4,3 to 3.5 GHz,Socket 2011,32 nm,5MB,80 W,80
Xeon E5502,Gainestown,2,1866 MHz,Socket 1366,45 nm,4MB,80 W,80
Xeon E5503,Gainestown,2,2000 MHz,Socket 1366,45 nm,4MB,80 W,80
Xeon E5504,Gainestown,4,2000 MHz,Socket 1366,45 nm,4MB,80 W,80
Xeon E5506,Gainestown,4,2.133 GHz,Socket 1366,45 nm,4MB,80 W,80
Xeon E5507,Gainestown,4,2.266 GHz,Socket 1366,45 nm,4MB,80 W,80
Xeon E5520,Gainestown,4  / 8,2.266 to 2.533 GHz,Socket 1366,45 nm,8MB,80 W,80
Xeon E5530,Gainestown,4  / 8,2.4 to 2.666 GHz,Socket 1366,45 nm,8MB,80 W,80
Xeon E5540,Gainestown,4  / 8,2.533 to 2.8 GHz,Socket 1366,45 nm,8MB,80 W,80
Xeon E5603,Westmere-EP,4,1600 MHz,Socket 1366,32 nm,4MB,80 W,80
Xeon E5606,Westmere-EP,4,2.133 GHz,Socket 1366,32 nm,8MB,80 W,80
Xeon E5607,Westmere-EP,4,2.266 GHz,Socket 1366,32 nm,8MB,80 W,80
Xeon E5620,Westmere-EP,4  / 8,2.4 to 2.666 GHz,Socket 1366,32 nm,12MB,80 W,80
Xeon E5630,Westmere-EP,4  / 8,2.533 to 2.8 GHz,Socket 1366,32 nm,12MB,80 W,80
Xeon E5640,Westmere-EP,4  / 8,2.666 to 2.933 GHz,Socket 1366,32 nm,12MB,80 W,80
Xeon E5645,Westmere-EP,6  / 12,2.4 to 2.666 GHz,Socket 1366,32 nm,12MB,80 W,80
Xeon E5649,Westmere-EP,6  / 12,2.533 to 2.8 GHz,Socket 1366,32 nm,12MB,80 W,80
Xeon W-1290,Comet Lake,10  / 20,3.2 to 5.2 GHz,Socket 1200,14 nm,20MB,80 W,80
Mobile Athlon 64 2700+,Clawhammer,1,1600 MHz,Socket 754,130 nm,N/A,82 W,82
Mobile Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130 nm,N/A,82 W,82
Mobile Athlon 64 2800+,Odessa,1,1800 MHz,Socket 754,130 nm,N/A,82 W,82
Mobile Athlon 64 3000+,Clawhammer,1,1800 MHz,Socket 754,130 nm,N/A,82 W,82
Mobile Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130 nm,N/A,82 W,82
Mobile Athlon 64 3400+,Clawhammer,1,2.2 GHz,Socket 754,130 nm,N/A,82 W,82
Mobile Athlon 64 3700+,Clawhammer,1,2.4 GHz,Socket 754,130 nm,N/A,82 W,82
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,82 W,82
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,82 W,82
Core i5-750s,Lynnfield,4,2.4 to 3.2 GHz,Socket 1156,45 nm,8MB,82 W,82
Core i7-860S,Lynnfield,4  / 8,2.533 to 3.466 GHz,Socket 1156,45 nm,8MB,82 W,82
Core i7-870S,Lynnfield,4  / 8,2.666 to 3.6 GHz,Socket 1156,45 nm,8MB,82 W,82
Pentium 4 HT 3.00,Northwood,1  / 2,3 GHz,Socket 478,130 nm,N/A,82 W,82
Pentium 4 HT 3.20,Northwood,1  / 2,3.2 GHz,Socket 478,130 nm,N/A,82 W,82
Xeon E3-1280 v3,Haswell-WS,4  / 8,3.6 to 4 GHz,Socket 1150,22 nm,8MB,82 W,82
Athlon 64 3200+,Newark,1,2000 MHz,Socket 754,130 nm,N/A,83 W,83
Athlon 64 3400+,Newark,1,2.2 GHz,Socket 754,130 nm,N/A,83 W,83
Athlon 64 3700+,Newark,1,2.4 GHz,Socket 754,130 nm,N/A,83 W,83
Celeron D 330,Prescott,1,2.667 GHz,Socket 775,90 nm,N/A,84 W,84
Celeron D 335,Prescott,1,2.8 GHz,Socket 478,90 nm,N/A,84 W,84
Celeron D 335,Prescott,1,2.8 GHz,Socket 478,90 nm,N/A,84 W,84
Celeron D 340,Prescott,1,2.93 GHz,Socket 775,90 nm,N/A,84 W,84
Celeron D 341,Prescott,1,2.93 GHz,Socket 775,90 nm,N/A,84 W,84
Celeron D 350,Prescott,1,3.2 GHz,Socket 478,90 nm,N/A,84 W,84
Celeron D 352,Cedar Mill,1,3.2 GHz,Socket 775,65 nm,N/A,84 W,84
Core i5-4430,Haswell,4,3 to 3.2 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i5-4440,Haswell,4,3.1 to 3.3 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i5-4570,Haswell,4,3.2 to 3.6 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i5-4590,Haswell,4,3.3 to 3.7 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i5-4670,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i5-4670K,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i5-4690,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22 nm,6MB,84 W,84
Core i7-4770,Haswell,4  / 8,3.4 to 3.9 GHz,Socket 1150,22 nm,8MB,84 W,84
Core i7-4770K,Haswell,4  / 8,3.5 to 3.9 GHz,Socket 1150,22 nm,8MB,84 W,84
Core i7-4771,Haswell,4  / 8,3.5 to 3.9 GHz,Socket 1150,22 nm,8MB,84 W,84
Core i7-4790,Haswell,4  / 8,3.6 to 4 GHz,Socket 1150,22 nm,8MB,84 W,84
Pentium 4 505,Prescott,1,2.66 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 505J,Prescott,1,2.66 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 506,Prescott,1,2.66 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 506,Prescott,1,2.66 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 506,Prescott,1,2.66 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 511,Prescott,1,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 511,Prescott,1,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 511,Prescott,1,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 519,Prescott,1,3.06 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 519K,Prescott,1,3.06 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 519K,Prescott,1,3.06 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 515,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 515,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 516,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 516,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 517,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 517,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 520,Prescott,1  / 2,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 520,Prescott,1  / 2,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 520,Prescott,1  / 2,2.933 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 520,Prescott,1  / 2,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 521,Prescott,1  / 2,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 524,Prescott,1  / 2,3.06 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 524,Prescott,1  / 2,3.06 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 530,Prescott,1  / 2,3 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 531,Prescott,1  / 2,3 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 540,Prescott,1  / 2,3.2 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 541,Prescott,1  / 2,3.2 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 620,Prescott,1  / 2,2.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 630,Prescott,1  / 2,3 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 640,Prescott,1  / 2,3.2 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 650,Prescott,1  / 2,3.4 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 660,Prescott,1  / 2,3.6 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 662,Prescott,1  / 2,3.6 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 670,Prescott,1  / 2,3.8 GHz,Socket 775,90 nm,N/A,84 W,84
Pentium 4 HT 672,Prescott,1  / 2,3.8 GHz,Socket 775,90 nm,N/A,84 W,84
Xeon E3-1225 v3,Haswell-WS,4,3.2 to 3.6 GHz,Socket 1150,22 nm,8MB,84 W,84
Xeon E3-1226 v3,Haswell-WS,4,3.3 to 3.7 GHz,Socket 1150,22 nm,8MB,84 W,84
Xeon E3-1245 v3,Haswell-WS,4  / 8,3.4 to 3.8 GHz,Socket 1150,22 nm,8MB,84 W,84
Xeon E3-1275 v3,Haswell-WS,4  / 8,3.5 to 3.9 GHz,Socket 1150,22 nm,8MB,84 W,84
Xeon E3-1285 v3,Haswell-WS,4  / 8,3.6 to 4 GHz,Socket 1150,22 nm,8MB,84 W,84
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 148,Venus,1,2.2 GHz,Socket 939,90 nm,N/A,85 W,85
Opteron 148,Venus,1,2.2 GHz,Socket 939,90 nm,N/A,85 W,85
Opteron 150,Venus,1,2.4 GHz,Socket 939,90 nm,N/A,85 W,85
Opteron 150,Venus,1,2.4 GHz,Socket 939,90 nm,N/A,85 W,85
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 242,Troy,1,1600 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 244,Troy,1,1800 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 246,Troy,1,2000 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 246,Troy,1,2000 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 248,Troy,1,2.2 GHz,Socket 940,90 nm,N/A,85 W,85
Opteron 248,Troy,1,2.2 GHz,Socket 940,90 nm,N/A,85 W,85
Opteron 250,Troy,1,2.4 GHz,Socket 940,90 nm,N/A,85 W,85
Opteron 6262 HE,Interlagos,16,1.6 to 2.9 GHz,Socket G34,32 nm,16MB,85 W,85
Opteron 6366 HE,Abu Dhabi,16,1.8 to 3.1 GHz,Socket G34,32 nm,8MB,85 W,85
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 842,Athens,1,1600 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 844,Athens,1,1800 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130 nm,N/A,85 W,85
Opteron 846,Athens,1,2000 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 846,Athens,1,2000 MHz,Socket 940,90 nm,N/A,85 W,85
Opteron 848,Athens,1,2.2 GHz,Socket 940,90 nm,N/A,85 W,85
Opteron 850,Athens,1,2.4 GHz,Socket 940,90 nm,N/A,85 W,85
Xeon Bronze 3106,Skylake-SP,8,2.1 to 3 GHz,Socket 3647,14 nm,11MB,85 W,85
Xeon E5-2603 v3,Haswell-EP,6,1600 MHz,Socket 2011-3,22 nm,15MB,85 W,85
Xeon E5-2609 v3,Haswell-EP,6,1900 MHz,Socket 2011-3,22 nm,15MB,85 W,85
Xeon E5-2620 v3,Haswell-EP,6  / 12,2.4 to 3.2 GHz,Socket 2011-3,22 nm,15MB,85 W,85
Xeon E5-2622 v3,Haswell-EP,8  / 16,2.4 to 3.4 GHz,Socket 2011-3,22 nm,20MB,85 W,85
Xeon E5-2628 v3,Haswell-EP,8  / 16,2.5 to 3 GHz,Socket 2011-3,22 nm,20MB,85 W,85
Xeon E5-2629 v3,Haswell-EP,8  / 16,2.4 to 3.2 GHz,Socket 2011-3,22 nm,20MB,85 W,85
Xeon E5-2630 v3,Haswell-EP,8  / 16,2.4 to 3.2 GHz,Socket 2011-3,22 nm,20MB,85 W,85
Xeon MP 3.0,Gallatin,1  / 2,3 GHz,Socket 604,130 nm,4MB,85 W,85
Xeon Silver 4116,Skylake-SP,12  / 24,2.1 to 3 GHz,Socket 3647,14 nm,16.5MB,85 W,85
Pentium 4 HT 631,Cedar Mill,1  / 2,3 GHz,Socket 775,65 nm,N/A,86 W,86
Pentium 4 HT 641,Cedar Mill,1  / 2,3.2 GHz,Socket 775,65 nm,N/A,86 W,86
Pentium 4 HT 651,Cedar Mill,1  / 2,3.4 GHz,Socket 775,65 nm,N/A,86 W,86
Pentium 4 HT 661,Cedar Mill,1  / 2,3.6 GHz,Socket 775,65 nm,N/A,86 W,86
Core i5-661,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32 nm,4MB,87 W,87
Xeon E3-1290 v2,Ivy Bridge,4  / 8,3.7 to 4.1 GHz,Socket 1155,22 nm,8MB,87 W,87
Core i5-4690K,Haswell,4,3.5 to 3.9 GHz,Socket 1150,22 nm,6MB,88 W,88
Core i7-4790K,Haswell,4  / 8,4 to 4.4 GHz,Socket 1150,22 nm,8MB,88 W,88
Mobile Pentium 4 HT 518,Prescott,1  / 2,2.8 GHz,Socket 478,90 nm,N/A,88 W,88
Mobile Pentium 4 HT 532,Prescott,1  / 2,3.067 GHz,Socket 478,90 nm,N/A,88 W,88
Mobile Pentium 4 HT 538,Prescott,1  / 2,3.2 GHz,Socket 478,90 nm,N/A,88 W,88
Mobile Pentium 4 HT 548,Prescott,1  / 2,3.334 GHz,Socket 478,90 nm,N/A,88 W,88
Mobile Pentium 4 HT 552,Prescott,1  / 2,3.467 GHz,Socket 478,90 nm,N/A,88 W,88
Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 2800+,NewCastle,1,1800 MHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3000+,NewCastle,1,2000 MHz,Socket 754,130 nm,N/A,89 W,89
Athlon 64 3000+,NewCastle,1,1800 MHz,Socket 939,130 nm,N/A,89 W,89
Athlon 64 3000+,Clawhammer,1,2000 MHz,Socket 754,130 nm,N/A,89 W,89
